transaction_id,item,dept
1569,Organic Strawberry Jam,Pantry
1569,Organic Whole Milk,Dairy & Eggs
1569,Sea Salt Kettle Chips,Snacks
1570,Artisanal Sourdough Bread,Bakery & Deli
1570,Extra Virgin Olive Oil,Pantry
1570,Grated Parmesan Cheese,Pantry
1570,Organic Tortilla Chips,Pantry
1570,Penne Rigate Pasta,Pantry
1570,Slow-Simmered Marinara,Pantry
1571,Extra Virgin Olive Oil,Pantry
1571,Grated Parmesan Cheese,Pantry
1571,Organic Baby Spinach,Produce
1571,Slow-Simmered Marinara,Pantry
1572,Fresh Limes,Produce
1572,Fresh Organic Cilantro,Produce
1572,Mild Chunky Salsa,Pantry
1572,Organic Hass Avocados,Produce
1572,Organic Tortilla Chips,Pantry
1572,Plain New York Bagels,Bakery & Deli
1573,Artisanal Sourdough Bread,Bakery & Deli
1573,Creamy Peanut Butter,Pantry
1573,Fresh Limes,Produce
1573,Organic Bananas,Produce
1573,Organic Strawberry Jam,Pantry
1574,72% Dark Chocolate Bar,Snacks
1574,Artisanal Sourdough Bread,Bakery & Deli
1574,Extra Virgin Olive Oil,Pantry
1574,Grated Parmesan Cheese,Pantry
1574,Penne Rigate Pasta,Pantry
1574,Slow-Simmered Marinara,Pantry
1575,Fresh Limes,Produce
1575,Fresh Organic Cilantro,Produce
1575,Mild Chunky Salsa,Pantry
1575,Organic Hass Avocados,Produce
1575,Organic Tortilla Chips,Pantry
1575,Roma Tomatoes,Produce
1576,Fresh Limes,Produce
1576,Fresh Organic Cilantro,Produce
1576,Organic Hass Avocados,Produce
1576,Organic Tortilla Chips,Pantry
1576,Sparkling Mineral Water,Beverages
1577,Artisanal Sourdough Bread,Bakery & Deli
1577,Creamy Peanut Butter,Pantry
1577,Grated Parmesan Cheese,Pantry
1577,Organic Strawberry Jam,Pantry
1577,Organic Whole Milk,Dairy & Eggs
1577,Sea Salt Kettle Chips,Snacks
1578,Extra Virgin Olive Oil,Pantry
1578,Organic Baby Spinach,Produce
1578,Organic Hass Avocados,Produce
1578,Roma Tomatoes,Produce
1578,Sparkling Mineral Water,Beverages
1579,72% Dark Chocolate Bar,Snacks
1579,Grated Parmesan Cheese,Pantry
1579,Organic Hass Avocados,Produce
1579,Penne Rigate Pasta,Pantry
1579,Salted Creamery Butter,Dairy & Eggs
1579,Slow-Simmered Marinara,Pantry
1580,Espresso Roast Coffee Beans,Beverages
1580,Extra Virgin Olive Oil,Pantry
1580,Organic Baby Spinach,Produce
1580,Organic Hass Avocados,Produce
1580,Organic Whole Milk,Dairy & Eggs
1580,Roasted Salted Almonds,Snacks
1580,Roma Tomatoes,Produce
1580,Sea Salt Kettle Chips,Snacks
1580,Sparkling Mineral Water,Beverages
1581,Artisanal Sourdough Bread,Bakery & Deli
1581,Barista Oat Milk,Dairy & Eggs
1581,Grade A Large Pasture Eggs,Dairy & Eggs
1581,Greek Whole Milk Yogurt,Dairy & Eggs
1581,Salted Creamery Butter,Dairy & Eggs
1582,Fresh Limes,Produce
1582,Fresh Organic Cilantro,Produce
1582,Madagascar Vanilla Syrup,Beverages
1582,Organic Hass Avocados,Produce
1582,Organic Tortilla Chips,Pantry
1583,Fresh Limes,Produce
1583,Fresh Organic Cilantro,Produce
1583,Mild Chunky Salsa,Pantry
1583,Organic Hass Avocados,Produce
1583,Organic Tortilla Chips,Pantry
1583,Roma Tomatoes,Produce
1584,Artisanal Sourdough Bread,Bakery & Deli
1584,Barista Oat Milk,Dairy & Eggs
1584,Espresso Roast Coffee Beans,Beverages
1584,Grade A Large Pasture Eggs,Dairy & Eggs
1584,Organic Baby Spinach,Produce
1584,Organic Whole Milk,Dairy & Eggs
1584,Salted Creamery Butter,Dairy & Eggs
1585,Artisanal Sourdough Bread,Bakery & Deli
1585,Barista Oat Milk,Dairy & Eggs
1585,Espresso Roast Coffee Beans,Beverages
1585,Grade A Large Pasture Eggs,Dairy & Eggs
1585,Organic Whole Milk,Dairy & Eggs
1585,Sea Salt Kettle Chips,Snacks
1586,Artisanal Sourdough Bread,Bakery & Deli
1586,Extra Virgin Olive Oil,Pantry
1586,Grated Parmesan Cheese,Pantry
1586,Organic Hass Avocados,Produce
1586,Penne Rigate Pasta,Pantry
1586,Slow-Simmered Marinara,Pantry
1587,Extra Virgin Olive Oil,Pantry
1587,Organic Baby Spinach,Produce
1587,Organic Hass Avocados,Produce
1587,Roasted Salted Almonds,Snacks
1587,Roma Tomatoes,Produce
1588,Fresh Limes,Produce
1588,Fresh Organic Cilantro,Produce
1588,Organic Baby Spinach,Produce
1588,Organic Hass Avocados,Produce
1588,Organic Tortilla Chips,Pantry
1589,Fresh Limes,Produce
1589,Honeycrisp Apples,Produce
1589,Mild Chunky Salsa,Pantry
1589,Organic Hass Avocados,Produce
1589,Organic Tortilla Chips,Pantry
1589,Sparkling Mineral Water,Beverages
1590,Creamy Peanut Butter,Pantry
1590,Fresh Limes,Produce
1590,Fresh Organic Cilantro,Produce
1590,Mild Chunky Salsa,Pantry
1590,Organic Hass Avocados,Produce
1590,Organic Tortilla Chips,Pantry
1590,Slow-Simmered Marinara,Pantry
1590,Sparkling Mineral Water,Beverages
1591,72% Dark Chocolate Bar,Snacks
1591,Grated Parmesan Cheese,Pantry
1591,Penne Rigate Pasta,Pantry
1591,Slow-Simmered Marinara,Pantry
1592,Espresso Roast Coffee Beans,Beverages
1592,Grade A Large Pasture Eggs,Dairy & Eggs
1592,Madagascar Vanilla Syrup,Beverages
1592,Organic Whole Milk,Dairy & Eggs
1592,Salted Creamery Butter,Dairy & Eggs
1593,Fresh Limes,Produce
1593,Fresh Organic Cilantro,Produce
1593,Greek Whole Milk Yogurt,Dairy & Eggs
1593,Mild Chunky Salsa,Pantry
1593,Organic Hass Avocados,Produce
1593,Organic Tortilla Chips,Pantry
1593,Sparkling Mineral Water,Beverages
1594,Artisanal Sourdough Bread,Bakery & Deli
1594,Creamy Peanut Butter,Pantry
1594,Grade A Large Pasture Eggs,Dairy & Eggs
1594,Organic Bananas,Produce
1594,Organic Strawberry Jam,Pantry
1594,Organic Whole Milk,Dairy & Eggs
1594,Sea Salt Kettle Chips,Snacks
1595,Artisanal Sourdough Bread,Bakery & Deli
1595,Creamy Peanut Butter,Pantry
1595,Organic Bananas,Produce
1595,Organic Strawberry Jam,Pantry
1596,Artisanal Sourdough Bread,Bakery & Deli
1596,Creamy Peanut Butter,Pantry
1596,Organic Strawberry Jam,Pantry
1596,Organic Whole Milk,Dairy & Eggs
1596,Roasted Salted Almonds,Snacks
1596,Sea Salt Kettle Chips,Snacks
1597,Extra Virgin Olive Oil,Pantry
1597,Organic Baby Spinach,Produce
1597,Organic Hass Avocados,Produce
1597,Oven Roasted Turkey Breast,Bakery & Deli
1597,Roasted Salted Almonds,Snacks
1597,Salted Creamery Butter,Dairy & Eggs
1598,Artisanal Sourdough Bread,Bakery & Deli
1598,Creamy Peanut Butter,Pantry
1598,Grade A Large Pasture Eggs,Dairy & Eggs
1598,Organic Bananas,Produce
1598,Organic Strawberry Jam,Pantry
1598,Organic Tortilla Chips,Pantry
1598,Sea Salt Kettle Chips,Snacks
1599,Organic Baby Spinach,Produce
1599,Organic Hass Avocados,Produce
1599,Roasted Salted Almonds,Snacks
1599,Roma Tomatoes,Produce
1599,Sparkling Mineral Water,Beverages
1600,Artisanal Sourdough Bread,Bakery & Deli
1600,Fresh Limes,Produce
1600,Fresh Organic Cilantro,Produce
1600,Grade A Large Pasture Eggs,Dairy & Eggs
1600,Organic Tortilla Chips,Pantry
1600,Roma Tomatoes,Produce
1600,Sparkling Mineral Water,Beverages
1601,Artisanal Sourdough Bread,Bakery & Deli
1601,Creamy Peanut Butter,Pantry
1601,Madagascar Vanilla Syrup,Beverages
1601,Organic Bananas,Produce
1601,Organic Strawberry Jam,Pantry
1601,Penne Rigate Pasta,Pantry
1602,Artisanal Sourdough Bread,Bakery & Deli
1602,Extra Virgin Olive Oil,Pantry
1602,Greek Whole Milk Yogurt,Dairy & Eggs
1602,Organic Baby Spinach,Produce
1602,Organic Hass Avocados,Produce
1602,Oven Roasted Turkey Breast,Bakery & Deli
1602,Roma Tomatoes,Produce
1603,Artisanal Sourdough Bread,Bakery & Deli
1603,Espresso Roast Coffee Beans,Beverages
1603,Grade A Large Pasture Eggs,Dairy & Eggs
1603,Madagascar Vanilla Syrup,Beverages
1603,Organic Tortilla Chips,Pantry
1603,Organic Whole Milk,Dairy & Eggs
1604,Barista Oat Milk,Dairy & Eggs
1604,Extra Virgin Olive Oil,Pantry
1604,Organic Baby Spinach,Produce
1604,Organic Hass Avocados,Produce
1604,Roma Tomatoes,Produce
1605,Artisanal Sourdough Bread,Bakery & Deli
1605,Creamy Peanut Butter,Pantry
1605,Organic Strawberry Jam,Pantry
1605,Sea Salt Kettle Chips,Snacks
1606,Fresh Limes,Produce
1606,Fresh Organic Cilantro,Produce
1606,Organic Hass Avocados,Produce
1606,Organic Strawberry Jam,Pantry
1606,Organic Tortilla Chips,Pantry
1607,72% Dark Chocolate Bar,Snacks
1607,Artisanal Sourdough Bread,Bakery & Deli
1607,Creamy Peanut Butter,Pantry
1607,Extra Virgin Olive Oil,Pantry
1607,Slow-Simmered Marinara,Pantry
1608,72% Dark Chocolate Bar,Snacks
1608,Fresh Limes,Produce
1608,Grated Parmesan Cheese,Pantry
1608,Penne Rigate Pasta,Pantry
1608,Slow-Simmered Marinara,Pantry
1609,Extra Virgin Olive Oil,Pantry
1609,Organic Baby Spinach,Produce
1609,Organic Hass Avocados,Produce
1609,Roasted Salted Almonds,Snacks
1609,Roma Tomatoes,Produce
1610,Fresh Limes,Produce
1610,Fresh Organic Cilantro,Produce
1610,Grated Parmesan Cheese,Pantry
1610,Organic Hass Avocados,Produce
1610,Organic Tortilla Chips,Pantry
1610,Roma Tomatoes,Produce
1610,Sparkling Mineral Water,Beverages
1611,Artisanal Sourdough Bread,Bakery & Deli
1611,Espresso Roast Coffee Beans,Beverages
1611,Grade A Large Pasture Eggs,Dairy & Eggs
1611,Madagascar Vanilla Syrup,Beverages
1611,Organic Whole Milk,Dairy & Eggs
1611,Salted Creamery Butter,Dairy & Eggs
1612,Brioche Sandwich Buns,Bakery & Deli
1612,Extra Virgin Olive Oil,Pantry
1612,Greek Whole Milk Yogurt,Dairy & Eggs
1612,Roasted Salted Almonds,Snacks
1612,Roma Tomatoes,Produce
1613,Barista Oat Milk,Dairy & Eggs
1613,Espresso Roast Coffee Beans,Beverages
1613,Grade A Large Pasture Eggs,Dairy & Eggs
1613,Organic Whole Milk,Dairy & Eggs
1613,Salted Creamery Butter,Dairy & Eggs
1614,Barista Oat Milk,Dairy & Eggs
1614,Espresso Roast Coffee Beans,Beverages
1614,Organic Whole Milk,Dairy & Eggs
1614,Salted Creamery Butter,Dairy & Eggs
1615,Artisanal Sourdough Bread,Bakery & Deli
1615,Espresso Roast Coffee Beans,Beverages
1615,Grade A Large Pasture Eggs,Dairy & Eggs
1615,Madagascar Vanilla Syrup,Beverages
1615,Organic Bananas,Produce
1615,Organic Whole Milk,Dairy & Eggs
1615,Salted Creamery Butter,Dairy & Eggs
1616,72% Dark Chocolate Bar,Snacks
1616,Aged Sharp Cheddar,Dairy & Eggs
1616,Artisanal Sourdough Bread,Bakery & Deli
1616,Brioche Sandwich Buns,Bakery & Deli
1616,Extra Virgin Olive Oil,Pantry
1616,Grated Parmesan Cheese,Pantry
1616,Penne Rigate Pasta,Pantry
1616,Slow-Simmered Marinara,Pantry
1617,Extra Virgin Olive Oil,Pantry
1617,Grated Parmesan Cheese,Pantry
1617,Penne Rigate Pasta,Pantry
1617,Slow-Simmered Marinara,Pantry
1618,Fresh Limes,Produce
1618,Fresh Organic Cilantro,Produce
1618,Organic Bananas,Produce
1618,Organic Tortilla Chips,Pantry
1618,Penne Rigate Pasta,Pantry
1618,Roasted Salted Almonds,Snacks
1619,Artisanal Sourdough Bread,Bakery & Deli
1619,Barista Oat Milk,Dairy & Eggs
1619,Brioche Sandwich Buns,Bakery & Deli
1619,Espresso Roast Coffee Beans,Beverages
1619,Grade A Large Pasture Eggs,Dairy & Eggs
1619,Organic Whole Milk,Dairy & Eggs
1620,Extra Virgin Olive Oil,Pantry
1620,Organic Baby Spinach,Produce
1620,Organic Hass Avocados,Produce
1620,Roasted Salted Almonds,Snacks
1620,Roma Tomatoes,Produce
1621,Artisanal Sourdough Bread,Bakery & Deli
1621,Extra Virgin Olive Oil,Pantry
1621,Organic Baby Spinach,Produce
1621,Organic Hass Avocados,Produce
1621,Oven Roasted Turkey Breast,Bakery & Deli
1621,Roma Tomatoes,Produce
1621,Sparkling Mineral Water,Beverages
1622,Extra Virgin Olive Oil,Pantry
1622,Organic Baby Spinach,Produce
1622,Organic Hass Avocados,Produce
1622,Oven Roasted Turkey Breast,Bakery & Deli
1622,Roma Tomatoes,Produce
1623,Artisanal Sourdough Bread,Bakery & Deli
1623,Barista Oat Milk,Dairy & Eggs
1623,Creamy Peanut Butter,Pantry
1623,Espresso Roast Coffee Beans,Beverages
1623,Grade A Large Pasture Eggs,Dairy & Eggs
1623,Madagascar Vanilla Syrup,Beverages
1623,Salted Creamery Butter,Dairy & Eggs
1623,Sparkling Mineral Water,Beverages
1624,72% Dark Chocolate Bar,Snacks
1624,Aged Sharp Cheddar,Dairy & Eggs
1624,Fresh Organic Cilantro,Produce
1624,Organic Hass Avocados,Produce
1624,Organic Tortilla Chips,Pantry
1624,Organic Whole Milk,Dairy & Eggs
1624,Plain New York Bagels,Bakery & Deli
1624,Roasted Salted Almonds,Snacks
1624,Roma Tomatoes,Produce
1624,Sparkling Mineral Water,Beverages
1625,Artisanal Sourdough Bread,Bakery & Deli
1625,Barista Oat Milk,Dairy & Eggs
1625,Espresso Roast Coffee Beans,Beverages
1625,Grade A Large Pasture Eggs,Dairy & Eggs
1625,Madagascar Vanilla Syrup,Beverages
1625,Mild Chunky Salsa,Pantry
1625,Organic Whole Milk,Dairy & Eggs
1626,Artisanal Sourdough Bread,Bakery & Deli
1626,Espresso Roast Coffee Beans,Beverages
1626,Grade A Large Pasture Eggs,Dairy & Eggs
1626,Madagascar Vanilla Syrup,Beverages
1626,Organic Tortilla Chips,Pantry
1626,Organic Whole Milk,Dairy & Eggs
1626,Salted Creamery Butter,Dairy & Eggs
1627,Fresh Limes,Produce
1627,Grade A Large Pasture Eggs,Dairy & Eggs
1627,Mild Chunky Salsa,Pantry
1627,Organic Hass Avocados,Produce
1627,Organic Tortilla Chips,Pantry
1627,Sparkling Mineral Water,Beverages
1628,Grated Parmesan Cheese,Pantry
1628,Penne Rigate Pasta,Pantry
1628,Slow-Simmered Marinara,Pantry
1629,Fresh Organic Cilantro,Produce
1629,Mild Chunky Salsa,Pantry
1629,Organic Hass Avocados,Produce
1629,Organic Tortilla Chips,Pantry
1630,Artisanal Sourdough Bread,Bakery & Deli
1630,Fresh Organic Cilantro,Produce
1630,Grade A Large Pasture Eggs,Dairy & Eggs
1630,Salted Creamery Butter,Dairy & Eggs
1630,Sea Salt Kettle Chips,Snacks
1631,72% Dark Chocolate Bar,Snacks
1631,Grated Parmesan Cheese,Pantry
1631,Penne Rigate Pasta,Pantry
1631,Slow-Simmered Marinara,Pantry
1632,Extra Virgin Olive Oil,Pantry
1632,Fresh Limes,Produce
1632,Grade A Large Pasture Eggs,Dairy & Eggs
1632,Organic Baby Spinach,Produce
1632,Organic Hass Avocados,Produce
1632,Organic Strawberry Jam,Pantry
1632,Roasted Salted Almonds,Snacks
1632,Roma Tomatoes,Produce
1633,Artisanal Sourdough Bread,Bakery & Deli
1633,Honeycrisp Apples,Produce
1633,Organic Bananas,Produce
1633,Organic Strawberry Jam,Pantry
1634,Artisanal Sourdough Bread,Bakery & Deli
1634,Organic Whole Milk,Dairy & Eggs
1634,Sea Salt Kettle Chips,Snacks
1635,Espresso Roast Coffee Beans,Beverages
1635,Grade A Large Pasture Eggs,Dairy & Eggs
1635,Madagascar Vanilla Syrup,Beverages
1635,Organic Whole Milk,Dairy & Eggs
1635,Salted Creamery Butter,Dairy & Eggs
1635,Slow-Simmered Marinara,Pantry
1636,72% Dark Chocolate Bar,Snacks
1636,Artisanal Sourdough Bread,Bakery & Deli
1636,Extra Virgin Olive Oil,Pantry
1636,Grated Parmesan Cheese,Pantry
1636,Organic Hass Avocados,Produce
1636,Slow-Simmered Marinara,Pantry
1637,Barista Oat Milk,Dairy & Eggs
1637,Espresso Roast Coffee Beans,Beverages
1637,Grade A Large Pasture Eggs,Dairy & Eggs
1637,Organic Whole Milk,Dairy & Eggs
1637,Salted Creamery Butter,Dairy & Eggs
1638,72% Dark Chocolate Bar,Snacks
1638,Artisanal Sourdough Bread,Bakery & Deli
1638,Grated Parmesan Cheese,Pantry
1638,Organic Whole Milk,Dairy & Eggs
1638,Penne Rigate Pasta,Pantry
1638,Sea Salt Kettle Chips,Snacks
1638,Slow-Simmered Marinara,Pantry
1639,72% Dark Chocolate Bar,Snacks
1639,Artisanal Sourdough Bread,Bakery & Deli
1639,Extra Virgin Olive Oil,Pantry
1639,Grated Parmesan Cheese,Pantry
1639,Penne Rigate Pasta,Pantry
1639,Slow-Simmered Marinara,Pantry
1640,Artisanal Sourdough Bread,Bakery & Deli
1640,Barista Oat Milk,Dairy & Eggs
1640,Creamy Peanut Butter,Pantry
1640,Espresso Roast Coffee Beans,Beverages
1640,Grade A Large Pasture Eggs,Dairy & Eggs
1640,Organic Whole Milk,Dairy & Eggs
1640,Salted Creamery Butter,Dairy & Eggs
1641,72% Dark Chocolate Bar,Snacks
1641,Fresh Limes,Produce
1641,Fresh Organic Cilantro,Produce
1641,Mild Chunky Salsa,Pantry
1641,Organic Hass Avocados,Produce
1642,Grade A Large Pasture Eggs,Dairy & Eggs
1642,Grated Parmesan Cheese,Pantry
1642,Penne Rigate Pasta,Pantry
1642,Salted Creamery Butter,Dairy & Eggs
1642,Slow-Simmered Marinara,Pantry
1643,72% Dark Chocolate Bar,Snacks
1643,Artisanal Sourdough Bread,Bakery & Deli
1643,Grated Parmesan Cheese,Pantry
1643,Penne Rigate Pasta,Pantry
1643,Slow-Simmered Marinara,Pantry
1644,Artisanal Sourdough Bread,Bakery & Deli
1644,Barista Oat Milk,Dairy & Eggs
1644,Espresso Roast Coffee Beans,Beverages
1644,Grade A Large Pasture Eggs,Dairy & Eggs
1644,Salted Creamery Butter,Dairy & Eggs
1645,Extra Virgin Olive Oil,Pantry
1645,Organic Baby Spinach,Produce
1645,Organic Bananas,Produce
1645,Organic Hass Avocados,Produce
1645,Roma Tomatoes,Produce
1645,Sparkling Mineral Water,Beverages
1646,Extra Virgin Olive Oil,Pantry
1646,Organic Baby Spinach,Produce
1646,Organic Hass Avocados,Produce
1646,Roasted Salted Almonds,Snacks
1646,Roma Tomatoes,Produce
1646,Sea Salt Kettle Chips,Snacks
1646,Sparkling Mineral Water,Beverages
1647,Creamy Peanut Butter,Pantry
1647,Organic Bananas,Produce
1647,Organic Strawberry Jam,Pantry
1647,Organic Whole Milk,Dairy & Eggs
1647,Oven Roasted Turkey Breast,Bakery & Deli
1648,Espresso Roast Coffee Beans,Beverages
1648,Madagascar Vanilla Syrup,Beverages
1648,Organic Bananas,Produce
1648,Organic Whole Milk,Dairy & Eggs
1648,Salted Creamery Butter,Dairy & Eggs
1648,Slow-Simmered Marinara,Pantry
1649,Fresh Limes,Produce
1649,Fresh Organic Cilantro,Produce
1649,Mild Chunky Salsa,Pantry
1649,Organic Hass Avocados,Produce
1649,Organic Tortilla Chips,Pantry
1649,Organic Whole Milk,Dairy & Eggs
1649,Roma Tomatoes,Produce
1649,Sparkling Mineral Water,Beverages
1650,Fresh Limes,Produce
1650,Fresh Organic Cilantro,Produce
1650,Organic Hass Avocados,Produce
1650,Organic Tortilla Chips,Pantry
1650,Sparkling Mineral Water,Beverages
1651,Artisanal Sourdough Bread,Bakery & Deli
1651,Organic Bananas,Produce
1651,Organic Strawberry Jam,Pantry
1651,Organic Tortilla Chips,Pantry
1651,Sea Salt Kettle Chips,Snacks
1652,Fresh Limes,Produce
1652,Fresh Organic Cilantro,Produce
1652,Greek Whole Milk Yogurt,Dairy & Eggs
1652,Organic Hass Avocados,Produce
1652,Organic Tortilla Chips,Pantry
1652,Penne Rigate Pasta,Pantry
1652,Roma Tomatoes,Produce
1653,Artisanal Sourdough Bread,Bakery & Deli
1653,Grade A Large Pasture Eggs,Dairy & Eggs
1653,Madagascar Vanilla Syrup,Beverages
1653,Organic Whole Milk,Dairy & Eggs
1653,Salted Creamery Butter,Dairy & Eggs
1653,Sea Salt Kettle Chips,Snacks
1654,Artisanal Sourdough Bread,Bakery & Deli
1654,Barista Oat Milk,Dairy & Eggs
1654,Espresso Roast Coffee Beans,Beverages
1654,Fresh Limes,Produce
1654,Grade A Large Pasture Eggs,Dairy & Eggs
1654,Madagascar Vanilla Syrup,Beverages
1654,Organic Hass Avocados,Produce
1654,Organic Whole Milk,Dairy & Eggs
1654,Salted Creamery Butter,Dairy & Eggs
1655,Fresh Limes,Produce
1655,Fresh Organic Cilantro,Produce
1655,Mild Chunky Salsa,Pantry
1655,Organic Hass Avocados,Produce
1655,Organic Tortilla Chips,Pantry
1655,Sparkling Mineral Water,Beverages
1656,Extra Virgin Olive Oil,Pantry
1656,Honeycrisp Apples,Produce
1656,Organic Hass Avocados,Produce
1656,Roasted Salted Almonds,Snacks
1656,Roma Tomatoes,Produce
1657,Extra Virgin Olive Oil,Pantry
1657,Organic Baby Spinach,Produce
1657,Organic Hass Avocados,Produce
1657,Oven Roasted Turkey Breast,Bakery & Deli
1657,Roasted Salted Almonds,Snacks
1657,Salted Creamery Butter,Dairy & Eggs
1658,Artisanal Sourdough Bread,Bakery & Deli
1658,Creamy Peanut Butter,Pantry
1658,Organic Bananas,Produce
1658,Organic Strawberry Jam,Pantry
1659,Artisanal Sourdough Bread,Bakery & Deli
1659,Creamy Peanut Butter,Pantry
1659,Organic Hass Avocados,Produce
1659,Organic Strawberry Jam,Pantry
1659,Organic Whole Milk,Dairy & Eggs
1659,Roasted Salted Almonds,Snacks
1659,Sea Salt Kettle Chips,Snacks
1660,Brioche Sandwich Buns,Bakery & Deli
1660,Fresh Limes,Produce
1660,Mild Chunky Salsa,Pantry
1660,Organic Hass Avocados,Produce
1660,Organic Tortilla Chips,Pantry
1660,Roma Tomatoes,Produce
1660,Sea Salt Kettle Chips,Snacks
1660,Sparkling Mineral Water,Beverages
1661,Fresh Limes,Produce
1661,Fresh Organic Cilantro,Produce
1661,Mild Chunky Salsa,Pantry
1661,Organic Tortilla Chips,Pantry
1661,Sparkling Mineral Water,Beverages
1662,Artisanal Sourdough Bread,Bakery & Deli
1662,Barista Oat Milk,Dairy & Eggs
1662,Espresso Roast Coffee Beans,Beverages
1662,Grade A Large Pasture Eggs,Dairy & Eggs
1662,Madagascar Vanilla Syrup,Beverages
1662,Organic Tortilla Chips,Pantry
1662,Organic Whole Milk,Dairy & Eggs
1662,Roasted Salted Almonds,Snacks
1662,Roma Tomatoes,Produce
1662,Salted Creamery Butter,Dairy & Eggs
1663,Espresso Roast Coffee Beans,Beverages
1663,Extra Virgin Olive Oil,Pantry
1663,Grated Parmesan Cheese,Pantry
1663,Honeycrisp Apples,Produce
1663,Penne Rigate Pasta,Pantry
1663,Roma Tomatoes,Produce
1663,Slow-Simmered Marinara,Pantry
1664,Artisanal Sourdough Bread,Bakery & Deli
1664,Barista Oat Milk,Dairy & Eggs
1664,Espresso Roast Coffee Beans,Beverages
1664,Grade A Large Pasture Eggs,Dairy & Eggs
1664,Organic Whole Milk,Dairy & Eggs
1664,Roasted Salted Almonds,Snacks
1665,Extra Virgin Olive Oil,Pantry
1665,Organic Bananas,Produce
1665,Organic Hass Avocados,Produce
1665,Roasted Salted Almonds,Snacks
1665,Roma Tomatoes,Produce
1666,Extra Virgin Olive Oil,Pantry
1666,Organic Baby Spinach,Produce
1666,Organic Hass Avocados,Produce
1666,Roma Tomatoes,Produce
1666,Sparkling Mineral Water,Beverages
1667,Extra Virgin Olive Oil,Pantry
1667,Organic Baby Spinach,Produce
1667,Organic Hass Avocados,Produce
1667,Oven Roasted Turkey Breast,Bakery & Deli
1667,Roma Tomatoes,Produce
1667,Sparkling Mineral Water,Beverages
1668,Artisanal Sourdough Bread,Bakery & Deli
1668,Barista Oat Milk,Dairy & Eggs
1668,Espresso Roast Coffee Beans,Beverages
1668,Grade A Large Pasture Eggs,Dairy & Eggs
1668,Madagascar Vanilla Syrup,Beverages
1668,Organic Whole Milk,Dairy & Eggs
1668,Salted Creamery Butter,Dairy & Eggs
1669,72% Dark Chocolate Bar,Snacks
1669,Artisanal Sourdough Bread,Bakery & Deli
1669,Extra Virgin Olive Oil,Pantry
1669,Grated Parmesan Cheese,Pantry
1669,Slow-Simmered Marinara,Pantry
1670,Artisanal Sourdough Bread,Bakery & Deli
1670,Creamy Peanut Butter,Pantry
1670,Organic Bananas,Produce
1670,Organic Strawberry Jam,Pantry
1670,Penne Rigate Pasta,Pantry
1670,Sea Salt Kettle Chips,Snacks
1671,Extra Virgin Olive Oil,Pantry
1671,Organic Baby Spinach,Produce
1671,Organic Hass Avocados,Produce
1671,Oven Roasted Turkey Breast,Bakery & Deli
1671,Penne Rigate Pasta,Pantry
1671,Roasted Salted Almonds,Snacks
1671,Roma Tomatoes,Produce
1671,Sparkling Mineral Water,Beverages
1672,72% Dark Chocolate Bar,Snacks
1672,Grade A Large Pasture Eggs,Dairy & Eggs
1672,Grated Parmesan Cheese,Pantry
1672,Penne Rigate Pasta,Pantry
1672,Slow-Simmered Marinara,Pantry
1673,72% Dark Chocolate Bar,Snacks
1673,Artisanal Sourdough Bread,Bakery & Deli
1673,Organic Tortilla Chips,Pantry
1673,Penne Rigate Pasta,Pantry
1673,Slow-Simmered Marinara,Pantry
1674,Artisanal Sourdough Bread,Bakery & Deli
1674,Extra Virgin Olive Oil,Pantry
1674,Grated Parmesan Cheese,Pantry
1674,Slow-Simmered Marinara,Pantry
1675,Artisanal Sourdough Bread,Bakery & Deli
1675,Extra Virgin Olive Oil,Pantry
1675,Grated Parmesan Cheese,Pantry
1675,Organic Hass Avocados,Produce
1675,Penne Rigate Pasta,Pantry
1675,Slow-Simmered Marinara,Pantry
1676,Organic Baby Spinach,Produce
1676,Organic Hass Avocados,Produce
1676,Organic Tortilla Chips,Pantry
1676,Roma Tomatoes,Produce
1676,Sparkling Mineral Water,Beverages
1677,Espresso Roast Coffee Beans,Beverages
1677,Grade A Large Pasture Eggs,Dairy & Eggs
1677,Madagascar Vanilla Syrup,Beverages
1677,Organic Whole Milk,Dairy & Eggs
1677,Salted Creamery Butter,Dairy & Eggs
1678,Fresh Limes,Produce
1678,Fresh Organic Cilantro,Produce
1678,Organic Hass Avocados,Produce
1678,Organic Strawberry Jam,Pantry
1678,Organic Tortilla Chips,Pantry
1678,Sparkling Mineral Water,Beverages
1679,Artisanal Sourdough Bread,Bakery & Deli
1679,Creamy Peanut Butter,Pantry
1679,Organic Bananas,Produce
1679,Organic Strawberry Jam,Pantry
1679,Organic Whole Milk,Dairy & Eggs
1680,Artisanal Sourdough Bread,Bakery & Deli
1680,Barista Oat Milk,Dairy & Eggs
1680,Espresso Roast Coffee Beans,Beverages
1680,Grade A Large Pasture Eggs,Dairy & Eggs
1680,Honeycrisp Apples,Produce
1680,Madagascar Vanilla Syrup,Beverages
1680,Organic Whole Milk,Dairy & Eggs
1680,Roasted Salted Almonds,Snacks
1680,Slow-Simmered Marinara,Pantry
1681,Artisanal Sourdough Bread,Bakery & Deli
1681,Grade A Large Pasture Eggs,Dairy & Eggs
1681,Madagascar Vanilla Syrup,Beverages
1681,Organic Green Tea Bags,Beverages
1682,Barista Oat Milk,Dairy & Eggs
